domain,category,other_category,company_size,email_provider,website,confidence
si-ware.com,Manufacturing and Industrial,,50 to 100,No,much_info,95
kaiizen.ai,Technology and Software Development,,1 to 5,No,much_info,95
student.tafesa.edu.au,Education and e-learning,,500+,No,unreachable,95
herbert-financial.com,Professional Services,,5 to 20,No,much_info,95
universe-me.com,Technology and Software Development,,50 to 100,No,much_info,95
padelpremier.com,Other,Sports and Recreation,5 to 20,No,much_info,95
bci.net.au,Professional Services,,5 to 20,No,much_info,95
wedevs.com,Technology and Software Development,,50 to 100,No,much_info,95
housing.wa.gov.au,Real Estate and Property Management,,200 to 500,No,much_info,95
bnsf.com,Logistics and Transportation,,500+,No,much_info,95
taylorwillingham.com,Professional Services,Pet Services,5 to 20,No,much_info,95
solarnyx.com,Technology and Software Development,,1 to 5,No,unreachable,10
redforttech.com,Professional Services,,50 to 100,No,much_info,95
cantab.ac.uk,Education and e-learning,,500+,No,much_info,100
mycod.us,Technology and Software Development,,solo,No,unreachable,0
stonecreekems.com,Healthcare,,5 to 20,No,much_info,95
bfamedia.co,Marketing and Advertising,,5 to 20,No,much_info,95
devstats.com,Technology and Software Development,,20 to 50,No,much_info,95
dreampix.ai,Technology and Software Development,,20 to 50,No,much_info,95
gbaplus.ca,Professional Services,Non-profit,5 to 20,No,much_info,95
humble.software,Technology and Software Development,,1 to 5,No,little_info,70
indivmedia.com,Marketing and Advertising,,1 to 5,No,much_info,95
internationalhustlers.co.uk,Education and e-learning,,1 to 5,No,much_info,95
landsale.co.uk,Real Estate and Property Management,,1 to 5,No,little_info,75
opiniumdigital.com,Professional Services,,50 to 100,No,unreachable,95
opti-core.co,Technology and Software Development,,1 to 5,No,much_info,95
outcomesrocket.com,Marketing and Advertising,,20 to 50,No,much_info,95
payafterservices.com,Financial Service,,500+,No,unreachable,95
propulseo-site.com,Marketing and Advertising,,1 to 5,No,little_info,75
rarerelationships.uk,Professional Services,Relationship Coaching / Matchmaking,1 to 5,No,much_info,95
solvlabs.io,Technology and Software Development,,20 to 50,No,unreachable,40
thecodingbuzz.com,Technology and Software Development,,5 to 20,No,much_info,95
zoi.reisen,Other,Travel Agency,5 to 20,No,much_info,95
cybervantage.ai,Technology and Software Development,,20 to 50,No,little_info,75
ki.uk,Financial Service,,50 to 100,No,much_info,95
mobitopia.limited,Marketing and Advertising,,20 to 50,No,much_info,95
mocx.co,Technology and Software Development,,20 to 50,No,much_info,95
ovidius.ai,Technology and Software Development,,1 to 5,No,little_info,60
paynera.net,Other,,solo,No,no_info,100
uralmedical.com,Manufacturing and Industrial,,50 to 100,No,much_info,95
regulusprime.com,Technology and Software Development,,5 to 20,No,unreachable,75
sanity-gmbh.de,Technology and Software Development,,5 to 20,No,unreachable,75
commercecloudsoft.com,Technology and Software Development,,solo,No,no_info,60
klicksmarketing.com,Marketing and Advertising,,solo,No,much_info,95
pinchbox.co,E-commerce and Retail,,5 to 20,No,little_info,55
vivecamedia.com,Marketing and Advertising,,1 to 5,No,little_info,75
algoquant.io,Financial Service,,50 to 100,No,much_info,95
teneia.com,Other,Entertainment,solo,No,much_info,95
matchfundai.com,Technology and Software Development,,solo,No,unreachable,50
hauskey.com,Real Estate and Property Management,,1 to 5,No,little_info,65
msv.global,Professional Services,Immigration Consulting,5 to 20,No,much_info,95
psychometrix.ie,Professional Services,,5 to 20,No,much_info,95
rolltwo.com,Technology and Software Development,,5 to 20,No,much_info,95
zedcapricorn.co.uk,Other,Entertainment,solo,No,no_info,60
autumngroup.com.au,Professional Services,,1 to 5,No,unreachable,70
watchretailgroup.com,Professional Services,,1 to 5,No,unreachable,50
connectif.es,Marketing and Advertising,,50 to 100,No,much_info,95
fivestarpropertymanagement.com.au,Real Estate and Property Management,,1 to 5,No,much_info,95
ordonovafirm.com,Professional Services,,solo,No,little_info,40
generalmail.com,Technology and Software Development,,5 to 20,Yes,much_info,95
tht.agency,Technology and Software Development,,5 to 20,No,much_info,95
massena-formatlons.com,Education and e-learning,,1 to 5,No,unreachable,40
corporate-vcb.com,Professional Services,,5 to 20,No,little_info,60
hollylabs.com,Technology and Software Development,,1 to 5,No,unreachable,55
kuhmichiel.com,Professional Services,,solo,No,no_info,70
aspyrefoods.com,Manufacturing and Industrial,Biotechnology/Life Sciences,5 to 20,No,much_info,95
deepsleeplab.co,Technology and Software Development,,1 to 5,No,unreachable,10
hegellc.com,Technology and Software Development,,solo,No,no_info,80
instyleconcretedesign.com.au,Professional Services,Home Services,1 to 5,No,much_info,95
sailorpay.eu,Financial Service,,5 to 20,No,much_info,95
smartupscale.io,Professional Services,,5 to 20,No,much_info,95
greatness.be,Professional Services,,1 to 5,No,much_info,95
pxdtox.com,Technology and Software Development,,1 to 5,No,little_info,60
closum.com,Marketing and Advertising,,5 to 20,No,much_info,95
oneroofit.com,Real Estate and Property Management,,1 to 5,No,unreachable,40
vicosys.com.hk,Technology and Software Development,,20 to 50,No,much_info,95
pinklucyofficial.com,E-commerce and Retail,,solo,No,unreachable,0
cakesbody.com,E-commerce and Retail,,5 to 20,No,much_info,95
kenbury.com.au,Professional Services,,20 to 50,No,much_info,95
tjb-superyachts.com,Other,Luxury Concierge Services,1 to 5,No,unreachable,60
fireflysolar.ca,Professional Services,Solar Energy Solutions,50 to 100,No,much_info,95
eastwoodexports.com,Manufacturing and Industrial,,50 to 100,No,much_info,95
flipjungle.com,E-commerce and Retail,,1 to 5,No,unreachable,40
laconic.com,Technology and Software Development,,5 to 20,No,much_info,95
letslightbulb.com,Professional Services,,1 to 5,No,much_info,95
miracles-usa.com,Other,Non-profit/Social Services,1 to 5,No,little_info,60
neuthrone.com,E-commerce and Retail,,1 to 5,No,much_info,95
oxygenit.co.nz,Technology and Software Development,,20 to 50,No,much_info,95
parrowenterprises.us,Professional Services,,5 to 20,No,much_info,95
rtevent.com,Professional Services,Event Photography,5 to 20,No,much_info,95
trucenter.co,Professional Services,,5 to 20,No,much_info,95
web3d.systems,Technology and Software Development,,1 to 5,No,unreachable,20
firemail.at,Technology and Software Development,,1 to 5,Yes,much_info,95
gracner.net,Technology and Software Development,,1 to 5,No,unreachable,40
easycompanyoutfitters.com,E-commerce and Retail,,1 to 5,No,little_info,60
afrikakompaniet.se,Other,Travel Agency,1 to 5,No,much_info,95
tito-media.com,Other,Domain Parking/Sedo,solo,No,no_info,95
titouancopy.com,Technology and Software Development,,solo,No,no_info,70
depositfirst.com.au,Financial Service,,1 to 5,No,much_info,95
biotrackthc.com,Technology and Software Development,,50 to 100,No,much_info,95
tjr-trades.com,Education and e-learning,,1 to 5,No,much_info,95
innovareai.com,Technology and Software Development,,50 to 100,No,much_info,95
powerfivemarketing.com,Marketing and Advertising,,5 to 20,No,much_info,95
scholzcon.com,Technology and Software Development,,5 to 20,No,much_info,95
mountainrosestays.com,Real Estate and Property Management,,1 to 5,No,much_info,95
roofquotes.com,Professional Services,,1 to 5,No,much_info,95
myclkd.id,Technology and Software Development,,50 to 100,No,much_info,95
drieam.nl,Education and e-learning,,50 to 100,No,much_info,95
rafiki.com,Financial Service,,50 to 100,No,much_info,95
rolzo.com,Logistics and Transportation,,50 to 100,No,much_info,95
tom-capital.co.uk,Professional Services,,solo,No,much_info,95
yourfamilyhomebuyer.com,Real Estate and Property Management,,1 to 5,No,much_info,95
z-x.com,Professional Services,,1 to 5,No,little_info,60
tapix.io,Technology and Software Development,,20 to 50,No,much_info,95
ankhway.com,E-commerce and Retail,,1 to 5,No,much_info,95
fflearning.co,Education and e-learning,,1 to 5,No,little_info,65
pbs.com.hr,Professional Services,,1 to 5,No,much_info,95
broadpark.no,Technology and Software Development,,50 to 100,No,much_info,95
barzilaidesign.com,Professional Services,Exhibition Design and Services,1 to 5,No,much_info,95
elders.com.au,Professional Services,,500+,No,much_info,95
realfx.com,Real Estate and Property Management,,1 to 5,No,much_info,95
taylormaven.com,Professional Services,,5 to 20,No,unreachable,75
workduo.com,Technology and Software Development,,5 to 20,No,much_info,95
creatifsoft.com,Marketing and Advertising,,5 to 20,No,much_info,95
calm-mind.uk,E-commerce and Retail,,1 to 5,No,much_info,95
infinitysoftsystems.com,Technology and Software Development,,200 to 500,No,much_info,95
mucaromedia.com,Marketing and Advertising,,1 to 5,No,unreachable,50
beeg.ca,Other,,solo,No,little_info,50
mik.as,Other,,solo,No,no_info,95
prolok.com,Technology and Software Development,,50 to 100,No,little_info,60
wachtberger.com,Financial Service,,1 to 5,No,much_info,95
keiconcepts.info,Professional Services,Artist Management and Promotion,5 to 20,No,much_info,95
michael-kroener.de,Logistics and Transportation,,1 to 5,No,much_info,95
chairsyde.com,Technology and Software Development,,5 to 20,No,much_info,95
paytechplus.com,Financial Service,,5 to 20,No,much_info,95
moneyleak.org,Other,Financial Information/News,solo,No,unreachable,60
duke.edu,Education and e-learning,,500+,No,much_info,100
viametrisbusiness.com,Manufacturing and Industrial,,50 to 100,No,much_info,95
giftyourway.ph,E-commerce and Retail,,1 to 5,No,much_info,95
hoverby.net,Education and e-learning,,solo,No,little_info,75
mindworkingasia.dk,Professional Services,,500+,No,much_info,95
adviceit.dk,Technology and Software Development,,5 to 20,No,much_info,95
enablestartup.io,Technology and Software Development,,50 to 100,No,much_info,95
the1studio.org,Other,Non-profit,1 to 5,No,unreachable,75
sixtynorth.io,Technology and Software Development,,5 to 20,No,little_info,75
envisionagencysa.com,Marketing and Advertising,,5 to 20,No,much_info,95
sheelafoam.com,Manufacturing and Industrial,,500+,No,much_info,95
digitramamarketingservices.com,Marketing and Advertising,,5 to 20,No,much_info,95
vibrantaustralia.com,Professional Services,Travel Agency,1 to 5,No,much_info,95
premiumpatio.com.au,E-commerce and Retail,,1 to 5,No,unreachable,40
5p1.com,Technology and Software Development,,5 to 20,No,much_info,95
crestflowdigital.com,Professional Services,,1 to 5,No,much_info,95
capitex-us.com,Other,Holding Company/Investment,1 to 5,No,little_info,75
epicestateservices.com,Professional Services,,1 to 5,No,much_info,95
nftbuilds.agency,Technology and Software Development,,1 to 5,No,unreachable,50
transparentrx.com,Healthcare,,50 to 100,No,much_info,95
varsityjackets.org,E-commerce and Retail,,1 to 5,No,unreachable,50
norquestbrands.com,Manufacturing and Industrial,,50 to 100,No,much_info,95
ufinity.in,Professional Services,,50 to 100,No,much_info,95
ywam.no,Education and e-learning,Non-profit,50 to 100,No,much_info,95
zintlr.com,Technology and Software Development,,50 to 100,No,much_info,95
glowifyleads.com,Marketing and Advertising,,1 to 5,No,little_info,65
isellmore.com,Technology and Software Development,,50 to 100,No,much_info,95
marcooilgt.com,Other,Oil and Gas,1 to 5,No,unreachable,75
batisia.ai,Technology and Software Development,,20 to 50,No,much_info,95
amztransparent.io,Marketing and Advertising,,solo,No,much_info,95
uar777.com,Other,Online Gambling/Betting,500+,No,unreachable,80
expressvisauk.com,Education and e-learning,,1 to 5,No,much_info,95
nexgent-isr.com,Other,Travel Agency,1 to 5,No,little_info,60
swisslogisticsconsulting.com,Logistics and Transportation,,1 to 5,No,much_info,95
hrrglobal.com,Professional Services,,20 to 50,No,unreachable,40
uniswift.com,E-commerce and Retail,,5 to 20,No,much_info,95
azemisportsagency.com,Professional Services,Sports Agency,solo,No,much_info,95
oviovi.io,Technology and Software Development,,1 to 5,No,no_info,50
singularagency.co,Technology and Software Development,,20 to 50,No,much_info,95
vladr.com,Technology and Software Development,,solo,No,much_info,95
voost.io,Professional Services,,1 to 5,No,much_info,95
3waycut.com,E-commerce and Retail,,1 to 5,No,much_info,95
leuctra.dev,Technology and Software Development,,solo,No,little_info,60
surgegrowth.io,Technology and Software Development,,5 to 20,No,much_info,95
officer2880.com,Marketing and Advertising,,5 to 20,No,much_info,95
vegaitglobal.com,Technology and Software Development,,500+,No,much_info,95
tourbureau.us,Logistics and Transportation,Travel Agency,50 to 100,No,much_info,95
smartchoice.ge,Professional Services,,1 to 5,No,little_info,60
meetsocial.com,Marketing and Advertising,,20 to 50,No,much_info,95
lowcodeminds.com,Technology and Software Development,,1 to 5,No,much_info,95
import-acero.com,Manufacturing and Industrial,,20 to 50,No,much_info,95
maquinariaisidoroabal.com,Manufacturing and Industrial,,5 to 20,No,much_info,95
yawaska.com,Technology and Software Development,,1 to 5,No,unreachable,95
vernonfroneman.com,Professional Services,,solo,No,much_info,95
nantahalaoperations.com,Professional Services,,1 to 5,No,much_info,95
heyfixit.ai,Real Estate and Property Management,,20 to 50,No,much_info,95
carta.international,E-commerce and Retail,,20 to 50,No,much_info,95
layla.eco,Real Estate and Property Management,,1 to 5,No,little_info,75
pivotalmedia.ca,Education and e-learning,,1 to 5,No,much_info,95
ringstonetech.com,Professional Services,,20 to 50,No,much_info,95
monee.ai,Financial Service,,5 to 20,No,much_info,95
softment.com,Technology and Software Development,,50 to 100,No,much_info,95
authbridge.com,Professional Services,,500+,No,much_info,95
radixrise.com,Technology and Software Development,,solo,No,little_info,50
krafman.se,Financial Service,,1 to 5,No,much_info,95
vavtech.id,Technology and Software Development,,5 to 20,No,unreachable,50
henvimedia.com,Technology and Software Development,,1 to 5,No,unreachable,40
m-files.com,Technology and Software Development,,500+,No,much_info,95
futurewiseresearch.com,Professional Services,,5 to 20,No,much_info,95
baruchmail.cuny.edu,Education and e-learning,,500+,Yes,unreachable,95
scoter.co,Professional Services,Business Consulting,5 to 20,No,much_info,95
agilysis.com,Professional Services,,50 to 100,No,much_info,95
perfexsolutions.com,Technology and Software Development,,5 to 20,No,much_info,95
kutumbapp.com,Technology and Software Development,,50 to 100,No,much_info,95
primetrace.com,Technology and Software Development,,50 to 100,No,much_info,95
avishkaram.com,Technology and Software Development,,50 to 100,No,much_info,95
ggsel.net,E-commerce and Retail,,solo,No,much_info,95
mindcypress.com,Education and e-learning,,50 to 100,No,much_info,95
fieldman.co,Technology and Software Development,,50 to 100,No,much_info,95
p2p.org,Technology and Software Development,,50 to 100,No,much_info,95
lagertha-capital.com,Financial Service,,50 to 100,No,much_info,95
area9tea8.com,Other,,solo,No,unreachable,10
th3green.com,Professional Services,Financial Consulting,5 to 20,No,much_info,95
