domain,country,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
algoquant.io,United Arab Emirates,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
teneia.com,United States,Other,solo,No,95,Entertainment,much_info,reachable,200
matchfundai.com,Israel,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,Connection Error
hauskey.com,Canada,Real Estate and Property Management,1 to 5,No,65,N/A,little_info,reachable,200
msv.global,Romania,Professional Services,5 to 20,No,95,Immigration Consulting and Recruitment,much_info,reachable,200
psychometrix.ie,Ireland,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
rolltwo.com,United States,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
zedcapricorn.co.uk,United States,Other,solo,No,60,Entertainment,no_info,reachable,200
autumngroup.com.au,United States,Professional Services,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
watchretailgroup.com,United Kingdom,Professional Services,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
connectif.es,Spain,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
fivestarpropertymanagement.com.au,Australia,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
ordonovafirm.com,Philippines,Professional Services,solo,No,40,N/A,little_info,reachable,200
generalmail.com,United States,Technology and Software Development,5 to 20,Yes,95,N/A,much_info,reachable,200
tht.agency,Nigeria,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
massena-formatlons.com,France,Education and e-learning,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
corporate-vcb.com,United Kingdom,Professional Services,5 to 20,No,60,N/A,little_info,reachable,200
hollylabs.com,Netherlands,Technology and Software Development,1 to 5,No,55,N/A,unreachable,unreachable,Connection Error
kuhmichiel.com,United Kingdom,Professional Services,solo,No,70,N/A,no_info,reachable,200
aspyrefoods.com,South Africa,Manufacturing and Industrial,5 to 20,No,95,Biotechnology / Food Ingredients,much_info,reachable,200
deepsleeplab.co,"Macedonia, The Former Yugoslav Republic Of",Technology and Software Development,1 to 5,No,10,N/A,unreachable,unreachable,409
hegellc.com,Germany,Technology and Software Development,solo,No,80,N/A,no_info,reachable,200
instyleconcretedesign.com.au,Philippines,Professional Services,1 to 5,No,95,Construction Services,much_info,reachable,200
sailorpay.eu,Austria,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
smartupscale.io,United States,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
greatness.be,Belgium,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
pxdtox.com,Germany,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
closum.com,Portugal,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
oneroofit.com,India,Real Estate and Property Management,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
vicosys.com.hk,Hong Kong,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
pinklucyofficial.com,United States,E-commerce and Retail,solo,No,0,N/A,unreachable,unreachable,404
cakesbody.com,United States,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
kenbury.com.au,Australia,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
tjb-superyachts.com,United Kingdom,Other,1 to 5,No,60,Luxury Goods and Services,unreachable,unreachable,Connection Error
fireflysolar.ca,Canada,Professional Services,50 to 100,No,95,Solar Energy Solutions,much_info,reachable,200
eastwoodexports.com,United Kingdom,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
flipjungle.com,Viet Nam,E-commerce and Retail,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
laconic.com,Cayman Islands,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
letslightbulb.com,Netherlands,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
miracles-usa.com,United States,Other,1 to 5,No,60,Non-profit/Social Services,little_info,reachable,200
neuthrone.com,United States,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
oxygenit.co.nz,New Zealand,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
parrowenterprises.us,United States,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
rtevent.com,United States,Professional Services,5 to 20,No,95,Event Photography,much_info,reachable,200
trucenter.co,United States,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
web3d.systems,Switzerland,Technology and Software Development,1 to 5,No,20,N/A,unreachable,unreachable,Connection Error
firemail.at,Austria,Technology and Software Development,1 to 5,Yes,95,N/A,much_info,reachable,200
gracner.net,Slovenia,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
easycompanyoutfitters.com,United States,E-commerce and Retail,1 to 5,No,60,N/A,little_info,reachable,200
afrikakompaniet.se,Sweden,Other,1 to 5,No,95,Travel Agency,much_info,reachable,200
tito-media.com,United Kingdom,Other,solo,No,95,Domain Parking/Reseller,no_info,reachable,200
titouancopy.com,France,Technology and Software Development,solo,No,70,N/A,no_info,reachable,200
depositfirst.com.au,Australia,Financial Service,1 to 5,No,95,N/A,much_info,reachable,200
biotrackthc.com,United States,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
tjr-trades.com,Canada,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
innovareai.com,United States,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
powerfivemarketing.com,United States,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
scholzcon.com,Germany,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
mountainrosestays.com,United States,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
roofquotes.com,United States,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
myclkd.id,United States,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
drieam.nl,Netherlands,Education and e-learning,50 to 100,No,95,N/A,much_info,reachable,200
rafiki.com,United Kingdom,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
rolzo.com,United Kingdom,Logistics and Transportation,50 to 100,No,95,N/A,much_info,reachable,200
tom-capital.co.uk,United Kingdom,Professional Services,solo,No,95,N/A,much_info,reachable,200
yourfamilyhomebuyer.com,,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
z-x.com,United Arab Emirates,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
tapix.io,Czech Republic,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
ankhway.com,United Kingdom,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
fflearning.co,Hong Kong,Education and e-learning,1 to 5,No,65,N/A,little_info,reachable,200
pbs.com.hr,Croatia,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
broadpark.no,Norway,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
barzilaidesign.com,Israel,Professional Services,1 to 5,No,95,Exhibition Design and Services,much_info,reachable,200
elders.com.au,Australia,Professional Services,500+,No,95,N/A,much_info,reachable,200
realfx.com,United States,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
taylormaven.com,United States,Professional Services,5 to 20,No,75,N/A,unreachable,unreachable,SSL Error
workduo.com,Hong Kong,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
creatifsoft.com,United Kingdom,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
calm-mind.uk,Philippines,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
infinitysoftsystems.com,India,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
mucaromedia.com,Puerto Rico,Marketing and Advertising,1 to 5,No,50,N/A,unreachable,unreachable,403
beeg.ca,Canada,Other,solo,No,50,N/A,little_info,reachable,200
mik.as,Norway,Other,solo,No,95,N/A,no_info,reachable,200
prolok.com,Germany,Technology and Software Development,50 to 100,No,60,N/A,little_info,reachable,200
wachtberger.com,Netherlands,Financial Service,1 to 5,No,95,N/A,much_info,reachable,200
keiconcepts.info,United States,Professional Services,5 to 20,No,95,Hospitality and Restaurant Management,much_info,reachable,200
michael-kroener.de,Germany,Logistics and Transportation,1 to 5,No,95,N/A,much_info,reachable,200
chairsyde.com,United Kingdom,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
paytechplus.com,United States,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
moneyleak.org,Canada,Other,solo,No,60,Financial Information/News,unreachable,unreachable,Connection Error
duke.edu,United States,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
viametrisbusiness.com,France,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
giftyourway.ph,United Kingdom,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
hoverby.net,Denmark,Education and e-learning,solo,No,75,N/A,little_info,reachable,200
mindworkingasia.dk,Denmark,Professional Services,500+,No,95,N/A,much_info,reachable,200
adviceit.dk,Denmark,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
enablestartup.io,Viet Nam,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
the1studio.org,Viet Nam,Other,1 to 5,No,75,Non-profit,unreachable,unreachable,Connection Error
sixtynorth.io,Finland,Technology and Software Development,5 to 20,No,75,N/A,little_info,reachable,200
envisionagencysa.com,Saudi Arabia,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
sheelafoam.com,India,Manufacturing and Industrial,500+,No,95,N/A,much_info,reachable,200
digitramamarketingservices.com,India,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
vibrantaustralia.com,India,Professional Services,1 to 5,No,95,Travel Agency,much_info,reachable,200
premiumpatio.com.au,6.289396739192819,E-commerce and Retail,1 to 5,No,40,N/A,unreachable,unreachable,403
5p1.com,United States,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
crestflowdigital.com,Australia,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
capitex-us.com,United Arab Emirates,Other,1 to 5,No,75,Holding Company/Investment Firm,little_info,reachable,200
epicestateservices.com,United States,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
nftbuilds.agency,United States,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
transparentrx.com,United States,Healthcare,50 to 100,No,95,N/A,much_info,reachable,200
varsityjackets.org,United States,E-commerce and Retail,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
norquestbrands.com,India,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
ufinity.in,India,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
ywam.no,Norway,Education and e-learning,50 to 100,No,95,Non-profit,much_info,reachable,200
zintlr.com,India,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
glowifyleads.com,South Africa,Marketing and Advertising,1 to 5,No,65,N/A,little_info,reachable,200
isellmore.com,Kazakhstan,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
marcooilgt.com,Switzerland,Other,1 to 5,No,75,Oil and Gas,unreachable,unreachable,Connection Error
batisia.ai,France,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
amztransparent.io,Turkey,Marketing and Advertising,solo,No,95,N/A,much_info,reachable,200
uar777.com,United Kingdom,Other,500+,No,80,Online Gambling/Betting,unreachable,unreachable,Connection Error
expressvisauk.com,Sri Lanka,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
nexgent-isr.com,Israel,Other,1 to 5,No,60,Travel Agency,little_info,reachable,200
swisslogisticsconsulting.com,Chile,Logistics and Transportation,1 to 5,No,95,N/A,much_info,reachable,200
hrrglobal.com,India,Professional Services,20 to 50,No,40,N/A,unreachable,unreachable,Connection Error
uniswift.com,United Arab Emirates,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
azemisportsagency.com,Finland,Professional Services,solo,No,95,Sports Agency,much_info,reachable,200
oviovi.io,Cambodia,Technology and Software Development,1 to 5,No,50,N/A,no_info,reachable,200
singularagency.co,Guatemala,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
vladr.com,Romania,Technology and Software Development,solo,No,95,N/A,much_info,reachable,200
voost.io,Philippines,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
3waycut.com,Philippines,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
leuctra.dev,United States,Technology and Software Development,solo,No,60,N/A,little_info,reachable,200
surgegrowth.io,India,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
officer2880.com,Brazil,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
vegaitglobal.com,Germany,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
tourbureau.us,India,Logistics and Transportation,50 to 100,No,95,Travel Agency,much_info,reachable,200
smartchoice.ge,Georgia,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
meetsocial.com,Australia,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
lowcodeminds.com,India,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
import-acero.com,Mexico,Manufacturing and Industrial,20 to 50,No,95,N/A,much_info,reachable,200
maquinariaisidoroabal.com,Spain,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
yawaska.com,Costa Rica,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Exceeded 30 redirects.
vernonfroneman.com,South Africa,Professional Services,solo,No,95,N/A,much_info,reachable,200
nantahalaoperations.com,Japan,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
heyfixit.ai,India,Real Estate and Property Management,20 to 50,No,95,N/A,much_info,reachable,200
carta.international,Andorra,E-commerce and Retail,20 to 50,No,95,N/A,much_info,reachable,200
layla.eco,Spain,Real Estate and Property Management,1 to 5,No,75,N/A,little_info,reachable,200
pivotalmedia.ca,6.289396739192819,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
ringstonetech.com,United States,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
monee.ai,Germany,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
softment.com,India,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
authbridge.com,India,Professional Services,500+,No,95,N/A,much_info,reachable,200
radixrise.com,India,Technology and Software Development,solo,No,50,N/A,little_info,reachable,200
