country,domain,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
Viet Nam,198bop.com,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
India,m365x59474318.onmicrosoft.com,Technology and Software Development,1 to 5,No,20,N/A,unreachable,unreachable,Connection Error
New Zealand,wordpresstechsupport.co.nz,Technology and Software Development,solo,No,95,N/A,much_info,reachable,200
India,waqar.in,Professional Services,solo,No,60,N/A,little_info,reachable,200
United Kingdom,oliviasterlinggroup.com,Professional Services,5 to 20,No,95,Luxury Lifestyle Concierge / Travel & Events,much_info,reachable,200
India,lettingsaway.com,Real Estate and Property Management,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Indonesia,webmail.uad.ac.id,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
Egypt,activepieces.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Philippines,rasrecruitment.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
France,oneofmy7.com,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
United States,bitmens.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Spain,spainelectro.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
Canada,vusixsystems.com,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
Netherlands,aballar.com,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
United States,rentforsale7.com,E-commerce and Retail,solo,No,50,N/A,no_info,reachable,200
United States,agorist.email,Technology and Software Development,1 to 5,Yes,75,N/A,little_info,reachable,200
India,digirovers.com,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
Saudi Arabia,taibahu.edu.sa,Education and e-learning,500+,No,100,N/A,unreachable,unreachable,Timeout
Germany,zealian.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
United States,rover.com,E-commerce and Retail,500+,No,95,N/A,much_info,unreachable,403
United States,abstracks.com,Technology and Software Development,solo,No,60,N/A,little_info,reachable,200
Turkey,soarrobotics.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,ubtach.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
United States,mokou.io,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,memeazon.com,E-commerce and Retail,solo,No,50,N/A,unreachable,unreachable,Connection Error
Spain,tokyocrew.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
China,aopackmachine.com,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
United States,tones.agency,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,omegastructuralinc.com,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
China,nb6620.wecom.work,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
India,saimail.com,Other,solo,Yes,70,Religious Organization/Service,little_info,reachable,200
Iceland,bokhaldsrad.is,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
Jordan,tanmyeh.uk,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Romania,remusgabriel.com,Professional Services,solo,No,95,N/A,unreachable,unreachable,Connection Error
Germany,mrc-one.com,Other,500+,No,60,Domain Registrar / Hosting Provider,little_info,reachable,200
India,spmeconsultants.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United States,emoneyadvisor.com,Financial Service,500+,No,95,N/A,much_info,reachable,200
Saudi Arabia,cua.edu,Education and e-learning,500+,No,95,N/A,unreachable,unreachable,403
United States,missouristate.edu,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
United States,howiewatkin.com,Professional Services,solo,No,60,N/A,no_info,reachable,200
Egypt,speakol.com,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
United Kingdom,maximuscare.co.uk,Healthcare,50 to 100,No,50,N/A,unreachable,unreachable,503
Nigeria,dwriters.com,Professional Services,1 to 5,No,0,N/A,unreachable,unreachable,Connection Error
India,sbnasoftware.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Canada,qmail.my,Technology and Software Development,1 to 5,Yes,60,N/A,little_info,reachable,200
"Palestinian Territory, Occupied",1secmail.net,Technology and Software Development,solo,Yes,95,N/A,unreachable,unreachable,403
United States,kolossicastle.com,Other,1 to 5,No,60,Entertainment/Leisure,little_info,reachable,200
Canada,meustherapy.ca,Healthcare,solo,No,95,N/A,much_info,reachable,200
United States,nic.edu.pl,Education and e-learning,5 to 20,No,95,N/A,unreachable,unreachable,Connection Error
Uzbekistan,proconnect.uz,Professional Services,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
Brazil,brasilbitcoin.com.br,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
Philippines,squarepropertymanagement.co.uk,Real Estate and Property Management,1 to 5,No,75,N/A,unreachable,unreachable,SSL Error
United States,gleec.com,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
United States,talentlystaffing.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
United States,bu.edu,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
Cameroon,vccl.tech,Professional Services,50 to 100,No,95,Call Center Services,much_info,reachable,200
Pakistan,vimemail.com,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,jointtechs.com,Professional Services,5 to 20,No,95,IT & Managed Service Provider,much_info,reachable,200
India,meditracercm.com,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
United States,net-c.com,Technology and Software Development,5 to 20,Yes,95,N/A,much_info,reachable,200
Netherlands,thatswhatsheset.com,Other,solo,No,50,Lifestyle & Personal Development,little_info,reachable,200
India,davidbrunowatches.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
India,ciomic.net,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Philippines,fibolim.com,Marketing and Advertising,solo,No,95,N/A,much_info,reachable,200
United Kingdom,gharial.co.uk,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
India,selleck.in,Other,50 to 100,No,50,Chemical and Pharmaceutical Supply,no_info,reachable,200
India,superpe.in,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
United States,ronvoto.com,Professional Services,solo,No,0,N/A,unreachable,unreachable,Connection Error
Greece,aroundweb.gr,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United Kingdom,oh-consulting.io,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United States,monzapro.com,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
India,aitradecapital.com,Financial Service,1 to 5,No,60,N/A,little_info,reachable,200
Poland,rbinod.com.np,Other,solo,No,95,Personal Website/Portfolio,no_info,reachable,200
Turkey,turbohost.gg,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Philippines,insular.com.ph,Financial Service,500+,No,60,N/A,unreachable,unreachable,Timeout
"Korea, Republic Of",tavanbogdmotors.com,Manufacturing and Industrial,20 to 50,No,65,N/A,little_info,reachable,200
Portugal,blueitcloud.com,Technology and Software Development,1 to 5,No,65,N/A,little_info,reachable,200
India,easyreceptionai.com,Technology and Software Development,1 to 5,No,70,N/A,little_info,reachable,200
Pakistan,vu.edu.pk,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
United States,dedisystems.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
United States,cdaixin.com,Other,solo,No,100,Domain Parking,no_info,reachable,200
United States,herzog.us,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
Armenia,vittaverse.com,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
Netherlands,vdhooft.nl,Professional Services,solo,No,50,N/A,little_info,reachable,200
India,rocketoolz.com,Technology and Software Development,1 to 5,No,75,N/A,little_info,reachable,200
United Kingdom,butitude.ovh,Technology and Software Development,solo,No,75,N/A,no_info,reachable,200
United States,bonningtonsolicitors.co.uk,Professional Services,5 to 20,No,60,Legal Services,unreachable,unreachable,Connection Error
United Kingdom,ewden.com,Technology and Software Development,1 to 5,No,50,N/A,little_info,reachable,200
United States,theamericanfitness.com,Manufacturing and Industrial,20 to 50,No,95,N/A,much_info,reachable,200
United States,abbott.com,Healthcare,500+,No,95,N/A,much_info,reachable,200
India,vibgyorweb.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
South Africa,wildernessdestinations.com,Other,500+,No,95,Travel Agency,much_info,reachable,200
United Kingdom,reetaco.com,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
United States,thedigitize.us,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
India,rysun.com,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
China,immahired.com,Professional Services,solo,No,95,N/A,unreachable,reachable,200
Pakistan,puresquare.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Australia,jarabin.com.au,Other,1 to 5,No,95,Agriturismo and Ecotourism,much_info,reachable,200
United States,n8d.net,Technology and Software Development,solo,No,30,N/A,unreachable,unreachable,Connection Error
India,britishauctionhouse.co.uk,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
United States,sardar.net,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,404
Netherlands,gini.capital,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
United Kingdom,jpmaccounts.ca,Professional Services,solo,No,75,N/A,little_info,reachable,200
United States,bcari.org,Education and e-learning,50 to 100,No,95,N/A,much_info,reachable,200
United States,wisdomignited.com,Technology and Software Development,solo,No,70,N/A,no_info,reachable,200
Canada,murvice.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Colombia,misena.edu.co,Education and e-learning,500+,No,95,N/A,unreachable,unreachable,Connection Error
United Kingdom,uklash.com,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
Poland,adsevy.com,Marketing and Advertising,solo,No,30,N/A,no_info,reachable,200
Indonesia,faiqq.com,Technology and Software Development,1 to 5,No,45,N/A,unreachable,unreachable,Connection Error
Germany,jun-chen.net,Other,solo,No,95,N/A,no_info,reachable,200
United States,parivee.com,Technology and Software Development,5 to 20,No,70,N/A,unreachable,unreachable,Connection Error
Spain,monecoplus.com,Other,50 to 100,No,50,Financial Services,unreachable,reachable,200
India,buzzentertainment.online,Marketing and Advertising,5 to 20,No,90,N/A,much_info,reachable,200
United States,falkcia.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United States,polashteacher.shop,E-commerce and Retail,solo,No,75,N/A,no_info,reachable,200
United Kingdom,natreal.wearcool.website,E-commerce and Retail,solo,No,40,N/A,unreachable,unreachable,Connection Error
Japan,j-ports.com,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
India,aqsa.health,Healthcare,solo,No,60,N/A,little_info,reachable,200
India,naka.edu.pl,Education and e-learning,1 to 5,No,75,N/A,little_info,reachable,200
Philippines,areiondiesel.com,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
Kuwait,bevioo.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Pakistan,steadforge.ae,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
United States,lakesidebuggies.com,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
United Kingdom,jdevram.com,Technology and Software Development,solo,No,70,N/A,little_info,reachable,200
Indonesia,umeifun.com,Other,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Puerto Rico,marohumarketing.com,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
Poland,spaceton.app,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
India,vvatxiy.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
India,adroitartwork.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United Kingdom,dex.gg,Technology and Software Development,solo,No,75,N/A,no_info,reachable,200
Bangladesh,astimei.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Sweden,omnitelecom.se,Technology and Software Development,5 to 20,No,60,N/A,little_info,reachable,200
United States,bygomes.com,Real Estate and Property Management,5 to 20,No,95,N/A,much_info,reachable,200
United States,vivaldi.net,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,ecsfood.com,Logistics and Transportation,50 to 100,No,95,N/A,much_info,reachable,200
Czech Republic,cvut.cz,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
United Kingdom,ultracare.co.za,Healthcare,5 to 20,No,95,N/A,much_info,reachable,200
United States,s-i-r-k-a.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
Philippines,pcu.edu.ph,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
United States,howardpublication.co.uk,Professional Services,1 to 5,No,20,N/A,unreachable,unreachable,Connection Error
United States,eimtuniversity.com,Education and e-learning,50 to 100,No,75,N/A,unreachable,unreachable,Connection Error
Philippines,brand-wave.net,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
India,museums22.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,canyonitllc.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Indonesia,7.holiday,Professional Services,5 to 20,No,95,Travel Agency,much_info,reachable,200
Philippines,jcvirtualsuperstars.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Australia,world.edu,Education and e-learning,50 to 100,No,95,N/A,much_info,reachable,200
Mexico,teqo.mx,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,402
India,sssi.in,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
United States,gloexpress.ca,Logistics and Transportation,1 to 5,No,75,N/A,unreachable,unreachable,404
United States,snowschoolers.com,Education and e-learning,5 to 20,No,95,N/A,much_info,reachable,200
Switzerland,easybookings.live,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,schoolsnet.act.edu.au,Education and e-learning,50 to 100,No,70,N/A,unreachable,unreachable,200
